Date,Open,High,Low,Close,Volume,rsi,macd,signal_line,High.Minus.Low,Percent.Price
2022-11-15 00:00:00-05:00,53.35274097016389,53.39154385170389,52.751311108079776,52.91621780395508,3360200,,0.0,0.0,0.6402327436241109,-0.818183205344462
2022-11-16 00:00:00-05:00,52.86771326866219,52.9647167669583,52.57669907332762,52.73190689086914,3337000,0.0,-0.0147028648615545,-0.0029405729723109,0.3880176936306796,-0.25687961403383214
2022-11-17 00:00:00-05:00,52.19837970120948,52.68340458848925,52.19837970120948,52.6348991394043,2996600,0.0,-0.033793159501144,-0.0091110902780775,0.48502488727977067,0.836270092469364
2022-11-18 00:00:00-05:00,52.83861240791859,52.8483112774685,52.51849420607845,52.615501403808594,1908300,0.0,-0.0499122335312378,-0.0172713189287096,0.3298170713900461,-0.42224993038719366
2022-11-21 00:00:00-05:00,52.25657811207304,52.41178592142872,52.081968863992145,52.18867492675781,1972200,0.0,-0.0960211730798832,-0.0330212897589443,0.3298170574365713,-0.1299418901283608
2022-11-22 00:00:00-05:00,52.848312774590795,53.304237365722656,52.819212464670485,53.304237365722656,2729500,60.52624498353544,-0.0420614163634738,-0.0348293150798502,0.4850249010521708,0.862704156850713
2022-11-23 00:00:00-05:00,53.46914521022126,54.08027763486581,53.41094458912414,53.91537094116211,3675200,70.35566180264982,0.0494454750176345,-0.0179743570603532,0.6693330457416664,0.8345480915890001
2022-11-25 00:00:00-05:00,54.15788513591289,54.37129358753212,54.11908225363793,54.28398895263672,1951000,74.2267177480929,0.1499808526558794,0.0156166848828932,0.2522113338941949,0.23284479518976925
2022-11-28 00:00:00-05:00,54.09967682678345,54.32278783275729,53.80866263205436,53.86686325073242,2778700,64.67053318922177,0.1937637181446945,0.0512460915352535,0.5141252007029351,-0.43034189796817574
2022-11-29 00:00:00-05:00,53.54675091031298,53.85716655729306,53.50794802932887,53.53704833984375,2403800,58.69559874375001,0.1995483780648186,0.0809065488411665,0.3492185279641902,-0.018119811761279546
2022-11-30 00:00:00-05:00,53.42064066061929,54.34218868432615,53.09082359004355,54.12877655029297,7965500,64.56868016782181,0.2490098534447327,0.1145272097618797,1.2513650942826047,1.3255847944101915
2022-12-01 00:00:00-05:00,54.56530538627375,54.66230889344848,54.109380761569966,54.49740219116211,4397600,67.45178316402145,0.3143300365217598,0.1544877751138558,0.5529281318785166,-0.12444390190973162
2022-12-02 00:00:00-05:00,53.71166117335468,54.458600029929485,53.70196230268729,54.25489044189453,10397900,64.02437805974623,0.3425790428482571,0.1921060286607361,0.7566377272421931,1.0113805022462037
2022-12-05 00:00:00-05:00,53.55644576516822,53.808660772209784,52.95501595678977,53.11992263793945,5890500,51.72408226519872,0.2702686783401447,0.2077385585966178,0.8536448154200116,-0.8150711291462718
2022-12-06 00:00:00-05:00,53.2557376870502,53.42064438360762,52.72220731478447,52.955020904541016,4416000,50.31949684586381,0.197380719684169,0.2056669908141281,0.6984370688231536,-0.5646655094260522
2022-12-07 00:00:00-05:00,53.158727426604166,53.313935244036514,52.98411816943699,53.110225677490234,3521800,53.13000237336579,0.150406423768068,0.1946148774049161,0.32981707459952503,-0.091239484957381
2022-12-08 00:00:00-05:00,53.19752815218195,53.49824490522677,53.042320341033744,53.440040588378906,2374500,56.41420867124503,0.1381991885341165,0.1833317396307562,0.45592456419302607,0.4558716252815345
2022-12-09 00:00:00-05:00,53.70196097237317,54.01237663229295,53.59525489544202,53.60495376586914,2386600,57.703916365643096,0.1402156629678828,0.1747085242981815,0.41712173685093035,-0.18063997058494077
2022-12-12 00:00:00-05:00,53.51764722827746,53.64375474202769,53.323640223057325,53.595252990722656,3164300,61.71245861063888,0.1394237715528206,0.1676515737491093,0.3201145189703638,0.14500966777214766
2022-12-13 00:00:00-05:00,55.0477657891214,55.0477657891214,54.24081528979617,54.36720275878906,6082600,59.38847708894879,0.1987945073947159,0.1738801604782306,0.8069504993252323,-1.2363136279489666
2022-12-14 00:00:00-05:00,54.60054019632386,54.89220900769309,53.92970155929761,54.3185920715332,5829200,53.954320789981274,0.2391668010806924,0.186937488598723,0.9625074483954776,-0.5163833979973012
2022-12-15 00:00:00-05:00,53.638025981353856,53.735251385447725,52.78246467794743,52.99635314941406,4615100,39.36208970050248,0.1625942191433296,0.1820688347076443,0.9527867075002945,-1.1963021013540982
2022-12-16 00:00:00-05:00,52.72413390082488,53.132473215062504,52.62691219726701,53.035247802734375,3742100,42.67154237706345,0.1038512373302822,0.1664253152321719,0.5055610177954932,0.590078734142328
2022-12-19 00:00:00-05:00,52.96718908522253,53.09358026022249,52.58801926899272,52.69496536254883,3185400,42.59296417663848,0.0294990057829735,0.1390400533423322,0.5055609912297712,-0.5139478370953411
2022-12-20 00:00:00-05:00,53.492195291484656,54.00747697033815,53.32691395318424,53.44358444213867,6279300,44.134870644475576,0.0306285628481433,0.1173577552434944,0.680563017153915,-0.09087465766005326
2022-12-21 00:00:00-05:00,53.45330759595977,53.71581064506955,53.30747504119005,53.36580657958984,4500700,39.80615820882598,0.0249599981477501,0.0988782038243456,0.4083356038795003,-0.16369616831072967
