Date,Open,High,Low,Close,Volume,rsi,macd,signal_line
2022-11-15 00:00:00-05:00,53.35274097016389,53.39154385170389,52.751311108079776,52.91621780395508,3360200,,0.0,0.0
2022-11-16 00:00:00-05:00,52.86771326866219,52.9647167669583,52.57669907332762,52.73190689086914,3337000,0.0,-0.014702864861554588,-0.0029405729723109178
2022-11-17 00:00:00-05:00,52.19837970120948,52.68340458848925,52.19837970120948,52.6348991394043,2996600,0.0,-0.03379315950114403,-0.00911109027807754
2022-11-18 00:00:00-05:00,52.838612407918596,52.8483112774685,52.51849420607845,52.615501403808594,1908300,0.0,-0.04991223353123786,-0.017271318928709607
2022-11-21 00:00:00-05:00,52.25657811207304,52.411785921428724,52.081968863992145,52.18867492675781,1972200,0.0,-0.09602117307988323,-0.03302128975894433
2022-11-22 00:00:00-05:00,52.848312774590795,53.304237365722656,52.819212464670485,53.304237365722656,2729500,60.52624498353544,-0.042061416363473825,-0.03482931507985024
2022-11-23 00:00:00-05:00,53.46914521022126,54.08027763486581,53.41094458912414,53.91537094116211,3675200,70.35566180264982,0.04944547501763452,-0.017974357060353285
2022-11-25 00:00:00-05:00,54.15788513591289,54.37129358753212,54.11908225363793,54.28398895263672,1951000,74.2267177480929,0.14998085265587946,0.015616684882893266
2022-11-28 00:00:00-05:00,54.09967682678345,54.32278783275729,53.80866263205436,53.86686325073242,2778700,64.67053318922177,0.1937637181446945,0.05124609153525352
2022-11-29 00:00:00-05:00,53.54675091031298,53.85716655729306,53.50794802932887,53.53704833984375,2403800,58.69559874375001,0.19954837806481862,0.08090654884116655
2022-11-30 00:00:00-05:00,53.42064066061929,54.34218868432615,53.090823590043556,54.12877655029297,7965500,64.56868016782181,0.2490098534447327,0.11452720976187979
2022-12-01 00:00:00-05:00,54.56530538627375,54.66230889344848,54.109380761569966,54.49740219116211,4397600,67.45178316402145,0.31433003652175984,0.1544877751138558
2022-12-02 00:00:00-05:00,53.71166117335468,54.458600029929485,53.70196230268729,54.25489044189453,10397900,64.02437805974623,0.34257904284825713,0.1921060286607361
2022-12-05 00:00:00-05:00,53.55644576516822,53.808660772209784,52.95501595678977,53.11992263793945,5890500,51.724082265198724,0.2702686783401447,0.20773855859661783
2022-12-06 00:00:00-05:00,53.2557376870502,53.42064438360762,52.72220731478447,52.955020904541016,4416000,50.31949684586381,0.19738071968416904,0.2056669908141281
2022-12-07 00:00:00-05:00,53.158727426604166,53.313935244036514,52.98411816943699,53.110225677490234,3521800,53.13000237336579,0.150406423768068,0.1946148774049161
2022-12-08 00:00:00-05:00,53.19752815218195,53.49824490522677,53.042320341033744,53.440040588378906,2374500,56.41420867124503,0.1381991885341165,0.1833317396307562
2022-12-09 00:00:00-05:00,53.70196097237317,54.01237663229295,53.59525489544202,53.60495376586914,2386600,57.703916365643096,0.1402156629678828,0.1747085242981815
2022-12-12 00:00:00-05:00,53.51764722827746,53.64375474202769,53.323640223057325,53.595252990722656,3164300,61.712458610638876,0.1394237715528206,0.16765157374910933
2022-12-13 00:00:00-05:00,55.0477657891214,55.0477657891214,54.24081528979617,54.36720275878906,6082600,59.38847708894879,0.19879450739471594,0.17388016047823066
2022-12-14 00:00:00-05:00,54.60054019632386,54.89220900769309,53.92970155929761,54.3185920715332,5829200,53.954320789981274,0.23916680108069244,0.18693748859872303
2022-12-15 00:00:00-05:00,53.638025981353856,53.735251385447725,52.78246467794743,52.99635314941406,4615100,39.36208970050248,0.1625942191433296,0.18206883470764434
2022-12-16 00:00:00-05:00,52.72413390082488,53.132473215062504,52.62691219726701,53.035247802734375,3742100,42.67154237706345,0.10385123733028223,0.16642531523217194
2022-12-19 00:00:00-05:00,52.96718908522253,53.09358026022249,52.58801926899272,52.69496536254883,3185400,42.59296417663848,0.029499005782973597,0.13904005334233227
2022-12-20 00:00:00-05:00,53.492195291484656,54.00747697033815,53.32691395318424,53.44358444213867,6279300,44.134870644475576,0.030628562848143304,0.11735775524349448
2022-12-21 00:00:00-05:00,53.45330759595977,53.71581064506955,53.30747504119005,53.365806579589844,4500700,39.80615820882598,0.024959998147750184,0.09887820382434563
2022-12-22 00:00:00-05:00,53.38525289126175,53.40469797409951,52.792190845406054,53.21025085449219,3898600,40.43971328146929,0.007825366843100312,0.08066763642809657
2022-12-23 00:00:00-05:00,53.06441516551351,53.326914496409806,52.928299593680094,53.24913787841797,2062900,51.47933180478218,-0.002586281037899596,0.06401685293489734
2022-12-27 00:00:00-05:00,53.06441587329095,53.239414193299254,52.88941384451248,53.006080627441406,1957300,50.574284579139714,-0.030103264144642594,0.045192829518989355
2022-12-28 00:00:00-05:00,53.103304157796586,53.23941602736433,52.37413024902344,52.37413024902344,2674700,42.522778897638524,-0.10173109290099092,0.015808045034993303
2022-12-29 00:00:00-05:00,53.10330129643531,53.49219551033435,53.07413552846241,53.34635925292969,2845700,49.15824846580346,-0.07913370380417462,-0.003180304732840282
2022-12-30 00:00:00-05:00,53.06441452037387,53.219971463236455,52.860243019491065,52.92829895019531,4266100,44.18462991072746,-0.0938769279059457,-0.02131962936746137
2023-01-03 00:00:00-05:00,53.521363347941694,53.77414570938201,53.05469249847906,53.18108367919922,4802700,46.58326766648121,-0.0841929008525355,-0.0338942836644762
2023-01-04 00:00:00-05:00,53.16163550866769,53.21997075225061,52.51996266433566,52.65607452392578,7988000,35.284306611009555,-0.11752730912763099,-0.05062088875710716
2023-01-05 00:00:00-05:00,51.9269012015651,52.20884931862134,51.790789340577966,51.946346282958984,3930800,31.68171122692209,-0.19892116606840204,-0.08028094421936614
2023-01-06 00:00:00-05:00,52.36440705973641,53.30747312348943,52.08245893837951,53.24913787841797,4643200,51.95786336261097,-0.15649797895041928,-0.09552435116557678
2023-01-09 00:00:00-05:00,53.47275267834978,53.8422018262195,53.336640810389945,53.365806579589844,3307100,52.52976016703528,-0.11217008149725416,-0.09885349723191227
2023-01-10 00:00:00-05:00,53.18107886746692,53.297745642084216,52.899130762436066,53.239410400390625,2293300,54.30764875291481,-0.08624484187323134,-0.09633176616017608
2023-01-11 00:00:00-05:00,53.6283080175407,53.69636394947601,53.424140221734774,53.667198181152344,4146200,51.863856652924376,-0.0308246762737312,-0.0832303481828871
2023-01-12 00:00:00-05:00,54.513036562060805,54.960262298583984,53.93941965346977,54.960262298583984,4269600,61.051166543898546,0.11609737367796669,-0.04336480381071635
2023-01-13 00:00:00-05:00,54.8047092854509,55.21304859801073,54.76582282944968,55.193603515625,5024200,63.59996651826585,0.24849830906016734,0.015007818763460393
2023-01-17 00:00:00-05:00,55.52415794237303,55.75749149431413,55.4755470947828,55.718605041503906,8498300,65.87495745300703,0.3912798096826009,0.09026221694728849
2023-01-18 00:00:00-05:00,56.37000105136475,56.46722645961477,55.62138209730508,55.64082717895508,4175700,67.30518968027079,0.49248212672269176,0.17070619890236916
2023-01-19 00:00:00-05:00,55.60193560869813,55.747771862997844,55.41721290085249,55.61166000366211,5455300,73.09285750435764,0.5638326331925825,0.24933148576041184
2023-01-20 00:00:00-05:00,55.533881584921964,56.24361038208008,55.436659884565564,56.24361038208008,4456800,71.72005808815832,0.6637205800363191,0.3322093046155933
2023-01-23 00:00:00-05:00,55.776940758546495,56.20472515047356,55.679719056074106,56.08805465698242,4207500,74.6585272478615,0.7220075964441506,0.4101689629813048
2023-01-24 00:00:00-05:00,56.2047210928451,56.61305666427415,55.98110822628586,56.46722412109375,3058200,75.14874227386795,0.78969319223188,0.4860738088314199
2023-01-25 00:00:00-05:00,56.72972520751005,57.18667534966829,56.65194859047869,57.14778518676758,2967500,83.5755481556296,0.8880136364243754,0.566461774350011
2023-01-26 00:00:00-05:00,57.11862131533962,57.17695656162745,56.63250538925162,57.03112030029297,2231000,91.70652370489918,0.9456189093188172,0.6422932013437722
2023-01-27 00:00:00-05:00,56.972783835679394,57.27417703856612,56.89500721772901,57.186676025390625,3369800,89.78386786940494,0.9923839654767406,0.712311354170366
2023-01-30 00:00:00-05:00,56.95334349669946,57.225567227622896,56.846397399902344,56.846397399902344,3389100,83.64663539546272,0.990569301852382,0.7679629437067692
2023-01-31 00:00:00-05:00,56.710284884461764,57.06028523073604,56.5158377751293,57.04084014892578,3092000,86.270981380458,0.9933701202812912,0.8130443790216737
2023-02-01 00:00:00-05:00,56.71028434385473,57.400568052073034,56.33111081532444,57.235286712646484,5407800,85.63116500793494,0.9997554432756104,0.8503865918724611
2023-02-02 00:00:00-05:00,57.36168136891578,57.37140205593293,56.79778509389296,57.099178314208984,5095600,77.77797594276994,0.982507314768732,0.8768107364517154
2023-02-03 00:00:00-05:00,56.53528544158956,56.865844429936026,56.24361290987126,56.447784423828125,4618600,64.69258613755196,0.9058341138310411,0.8826154119275805
2023-02-06 00:00:00-05:00,55.87416358191384,55.990830361231204,55.56304969788751,55.9324951171875,2711300,52.511412661783886,0.7943339220956389,0.8649591139611923
2023-02-07 00:00:00-05:00,55.94221794095881,56.768613476797825,55.77693660852904,56.749168395996094,4250200,61.08949535153027,0.7630717095344437,0.8445816330758427
2023-02-08 00:00:00-05:00,56.33111329851184,56.408893628440126,56.029723791965374,56.12694549560547,3460600,54.60873564536084,0.6802465343110669,0.8117146133228875
2023-02-09 00:00:00-05:00,56.93389495481042,56.953340035661874,56.107495708088315,56.18527603149414,3748000,49.418597577667335,0.612256066166367,0.7718229038915835
2023-02-10 00:00:00-05:00,56.61305723636117,56.690837560526,56.32138843828305,56.50611114501953,2959000,54.03375826233802,0.5776035880303425,0.7329790407193353
2023-02-13 00:00:00-05:00,55.93249661838001,56.47694778442383,55.89361016341056,56.47694778442383,4087500,50.1006180768329,0.5415454115739067,0.6946923148902496
2023-02-14 00:00:00-05:00,55.89361019758349,56.50611358739086,55.77693970629339,56.19499969482422,4342200,39.25434765960779,0.48463166034711236,0.6526801839816222
2023-02-15 00:00:00-05:00,55.39776922148519,55.650551574165135,55.31999260365528,55.64082717895508,3485900,35.72846662964898,0.39031075244656677,0.6002062976746112
2023-02-16 00:00:00-05:00,55.2324914035021,55.73805239837918,55.18387684515674,55.45610427856445,3376500,32.34120635602754,0.2972288895024775,0.5396108160401845
